error,steer
0.010979480221402937,0.00869034455536311
0.010979480221402937,0.0080892546353396
0.0006002077463623578,-0.030086399809374227
-0.0016675542608780348,-0.0075234906315153225
-0.007222538988969162,-0.021626733714952204
0.02778337013615282,0.12098799295735646
-0.013339699534115823,-0.13311126297594963
-0.013339699534115823,-0.008938130016180513
0.027616670684095367,0.14549483737852398
0.023341371317249938,0.004025584831405506
-0.010673027753153975,-0.1109497780716694
-0.01545714056142522,-0.024646598768196085
-0.0023598564340019832,0.03712924077475873
0.02187193633307576,0.08719204267769555
0.025425148865333112,0.028806585223242278
0.02962459195785705,0.034016710803412765
-0.017654481470868965,-0.15285547933953014
-0.007921757989313072,0.02387848665397146
0.023809205931483213,0.11175606587218517
-0.005428876391886739,-0.0911114333963199
-0.006734381082702789,-0.008148880754422718
0.005988884749130641,0.04255942540444269
0.00021407462926070764,-0.016629246378938693
-0.01637857489546004,-0.060671254373870075
-0.0011820298121049788,0.04494552533393912
0.024026135508124647,0.09211142764869784
-0.0036077410540938716,-0.08506430475325594
-0.01145179797793805,-0.030850899655857283
-0.01259174467979598,-0.011841349195459087
0.00327967579570565,0.04857533450537535
0.00327967579570565,0.0027468115742945733
-0.005708127014173314,-0.030332981653004295
-0.013962987385046689,-0.03398115180441522
0.012750720920470648,0.0889926001091942
-0.007182613581167452,-0.06378882867420331
0.009554460269193576,0.05740413541023387
-0.017836308037718497,-0.09348503340135263
0.017891137266600764,0.11950798881494791
-0.005335607306618861,-0.07205896529059558
-0.013062190090055204,-0.031382202343164675
-0.04795434953630675,-0.13709209920317078
-0.03103551991761293,0.02894998316217146
-0.038338411287538676,-0.04811140396973634
-0.03372123689548623,-0.009457251513768982
-0.046763893008738754,-0.07163732119539234
-0.042758417484037456,-0.017616762047602874
-0.03918065499425154,-0.016184519574740302
-0.049407444129703035,-0.06505013245493316
-0.025473369277479917,0.055707730053562485
-0.04076076803368291,-0.07397420588260188
-0.04343919169551569,-0.038299534616225706
-0.040758338091509395,-0.020418690602445035
-0.04436971826378677,-0.04208113170018018
-0.018152850955278587,0.06615028738309932
-0.04671227820192421,-0.1177661934214384
-0.022391702466012475,0.056484248135091494
-0.00624808891241706,0.04520938473989973
-0.028362158764367783,-0.08576906159971852
-0.03678268688841726,-0.05086703665062066
-0.023340436064330738,0.02352153879505389
-0.03506473775617316,-0.05974569380264645
-0.03741244437188289,-0.033248958346534074
-0.03590603083634818,-0.020761971875333348
-0.027271825396825378,0.007466585329612283
