frame,x_offset,turn
26,-0.7567106227106252,straight
27,1.099631501831495,straight
28,-1.900368498168505,straight
29,-1.6410484892884944,straight
30,0.8352262492196354,straight
31,-0.16039925370270847,straight
32,-0.07372356288247052,straight
33,-0.3293492206763459,straight
34,0.8185312054695171,straight
35,-1.1623614424209863,straight
36,-4.162361442420986,straight
37,-3.005784379400994,straight
38,-2.3036384925317988,straight
39,-0.004989742144444698,straight
40,0.2627115029877253,straight
41,2.6894751263512813,straight
42,3.4549054215938426,straight
43,4.201103824454566,straight
44,6.701825987603356,straight
45,5.537558875004276,straight
46,3.6685757935320993,straight
47,6.668575793532099,straight
48,3.6685757935320993,straight
49,0.6685757935320993,straight
50,-2.3314242064679007,straight
51,-2.7865035865385495,straight
52,-5.786503586538549,straight
53,-3.402454596109014,straight
54,-3.9910669907273846,straight
55,-0.9910669907273846,straight
56,0.8679195248045901,straight
57,3.86791952480459,straight
58,6.011583585158245,straight
59,9.011583585158245,straight
60,12.011583585158245,straight
61,15.011583585158245,straight
62,18.011583585158245,straight
63,20.29604224674409,straight
64,23.29604224674409,straight
65,26.29604224674409,straight
66,28.63403906088376,straight
67,30.15095391136419,straight
68,31.215922495449927,straight
69,33.75146246510957,straight
70,32.873711060813775,straight
71,35.747740148989465,straight
72,35.599310625521845,straight
73,38.15628794989373,straight
74,37.028911254264216,straight
75,36.52367133815117,straight
76,35.949959499156265,straight
77,35.67674441421822,straight
78,37.03118470215212,straight
79,36.454995402441696,straight
80,37.557222403224486,straight
81,40.557222403224486,straight
82,39.234437100566325,straight
83,42.234437100566325,straight
84,39.234437100566325,straight
85,36.92738597182707,straight
86,37.55550539941891,straight
87,36.53217061026192,straight
88,37.81481084043968,straight
89,39.15888188037178,straight
90,39.22449105887502,straight
91,38.81015539566255,straight
92,38.16686722808841,straight
93,38.061623477306384,straight
94,35.061623477306384,straight
95,32.061623477306384,straight
96,29.061623477306384,straight
97,26.061623477306384,straight
98,23.061623477306384,straight
99,20.061623477306384,straight
100,17.061623477306384,straight
101,14.061623477306384,straight
102,11.061623477306384,straight
103,8.061623477306384,straight
104,5.061623477306384,straight
105,2.8376117221491426,straight
106,0.7668635712677041,straight
107,-1.331747238223933,straight
108,-0.13500370190920985,straight
109,2.400425856901429,straight
110,4.346412743430513,straight
111,6.534945929734073,straight
112,8.619909658022785,straight
113,11.47856811426214,straight
114,14.47856811426214,straight
115,16.26155161128331,straight
116,19.26155161128331,straight
117,22.26155161128331,straight
118,25.26155161128331,straight
119,28.26155161128331,straight
120,30.499256412274043,straight
121,32.20357357255867,straight
122,35.20357357255867,straight
123,37.20347416379384,straight
124,38.13423054614312,straight
125,40.675544512244045,straight
126,40.87079630503283,straight
127,41.51653011796878,straight
128,41.67748395316993,straight
129,39.45385404897392,straight
130,39.660151211231266,straight
131,36.660151211231266,straight
132,33.660151211231266,straight
133,31.720945191282045,straight
134,30.662303713573205,straight
135,29.401882723577543,straight
136,26.401882723577543,straight
137,23.401882723577543,straight
138,20.401882723577543,straight
139,17.401882723577543,straight
140,14.401882723577543,straight
141,11.579609245955055,straight
142,8.60656578922808,straight
143,5.639913904944474,straight
144,7.9139789436051355,straight
145,10.913978943605136,straight
146,13.913978943605136,straight
147,16.913978943605137,straight
148,19.666189246058998,straight
149,22.447606094312967,straight
150,25.447606094312967,straight
151,28.447606094312967,straight
152,28.598931585771293,straight
153,31.598931585771293,straight
154,33.965625906491354,straight
155,35.57689493857464,straight
156,36.101356038308495,straight
157,38.788156065294515,straight
158,40.9224194391302,straight
159,37.9224194391302,straight
160,34.9224194391302,straight
161,31.922419439130202,straight
162,28.922419439130202,straight
163,25.922419439130202,straight
164,22.922419439130202,straight
165,19.922419439130202,straight
166,16.922419439130202,straight
167,13.922419439130202,straight
168,10.922419439130202,straight
169,7.922419439130202,straight
170,4.922419439130202,straight
171,1.922419439130202,straight
172,1.9148110361239958,straight
173,4.914811036123996,straight
174,7.914811036123996,straight
175,10.914811036123997,straight
176,13.56874414258024,straight
177,16.56874414258024,straight
178,19.56874414258024,straight
179,22.56874414258024,straight
180,25.56874414258024,straight
181,28.56874414258024,straight
182,31.56874414258024,straight
183,34.56874414258024,straight
184,37.56874414258024,straight
185,40.56874414258024,straight
186,43.56874414258024,straight
187,43.80600230823861,straight
188,46.80600230823861,straight
189,43.80600230823861,straight
190,40.80600230823861,straight
191,37.80600230823861,straight
192,34.80600230823861,straight
193,31.80600230823861,straight
194,28.80600230823861,straight
195,25.80600230823861,straight
196,22.80600230823861,straight
197,19.80600230823861,straight
198,16.80600230823861,straight
199,19.237801846590873,straight
200,21.18324147727268,straight
201,23.982725049950005,straight
202,24.25596575424572,straight
203,27.18656570684484,straight
204,30.18656570684484,straight
205,27.18656570684484,straight
206,24.18656570684484,straight
207,27.18656570684484,straight
208,29.43827637499964,straight
209,32.20964431027291,straight
210,35.03072269459511,straight
211,38.03072269459511,straight
212,41.03072269459511,straight
213,44.03072269459511,straight
214,46.766316908547694,straight
215,49.766316908547694,straight
216,51.032385664725176,straight
217,51.73328685794969,straight
218,48.74187712902675,straight
219,46.78275199031174,straight
220,46.692929593794815,straight
221,44.89447286509776,straight
222,42.59461927540731,straight
223,39.59461927540731,straight
224,38.445362594349184,straight
225,37.47848091523734,straight
226,37.366257203398064,straight
227,34.366257203398064,straight
228,31.366257203398064,straight
229,28.366257203398064,straight
230,25.366257203398064,straight
231,22.366257203398064,straight
232,19.366257203398064,straight
233,16.366257203398064,straight
234,13.366257203398064,straight
235,10.366257203398064,straight
236,8.325234353299981,straight
237,5.325234353299981,straight
238,3.1373764227321588,straight
239,2.6607174086088423,straight
240,3.3782116080464757,straight
241,2.424718409244194,straight
242,5.4247184092441945,straight
243,8.424718409244194,straight
244,11.424718409244194,straight
245,14.424718409244194,straight
246,17.424718409244193,straight
247,20.424718409244193,straight
248,23.424718409244193,straight
249,26.424718409244193,straight
250,29.424718409244193,straight
251,32.42471840924419,straight
252,35.42471840924419,straight
253,38.277635959200474,straight
254,39.21470332671818,straight
255,40.141332464809,straight
256,38.235929826020666,straight
257,38.89465664665876,straight
258,37.24711519034999,straight
259,39.77794850097145,straight
260,42.415910271365405,straight
261,43.57570733154513,straight
262,44.05772519081726,straight
263,44.9557814964388,straight
264,45.0836719951806,straight
265,42.0836719951806,straight
266,39.0836719951806,straight
267,36.0836719951806,straight
268,33.0836719951806,straight
269,30.0836719951806,straight
270,27.0836719951806,straight
271,24.0836719951806,straight
272,21.0836719951806,straight
273,18.0836719951806,straight
274,15.083671995180602,straight
275,12.083671995180602,straight
276,9.083671995180602,straight
277,6.083671995180602,straight
278,3.0836719951806018,straight
279,0.08367199518060175,straight
280,-2.9163280048193982,straight
281,0.08367199518060175,straight
282,3.0836719951806018,straight
283,6.083671995180602,straight
284,9.083671995180602,straight
285,12.083671995180602,straight
286,15.083671995180602,straight
287,18.0836719951806,straight
288,21.0836719951806,straight
289,24.0836719951806,straight
