frame,x_offset,turn
46,-3.0,straight
47,-3.4233922412821585,straight
48,-3.6810965677702825,straight
49,-6.171478014350964,straight
50,-7.985614077617047,straight
51,-10.736604849557605,straight
52,-8.365972108374283,straight
53,-7.831252500721601,straight
54,-9.25659352962807,straight
55,-10.845038307146769,straight
56,-10.96191797453445,straight
57,-9.065215731436812,straight
58,-7.33661645575485,straight
59,-5.69568810580962,straight
60,-4.332222825458926,straight
61,-1.332222825458926,straight
62,1.208357188168431,straight
63,-1.791642811831569,straight
64,-3.074478082946647,straight
65,-3.103174419070927,straight
66,-2.5473429027711876,straight
67,-2.036723581825046,straight
68,0.9632764181749538,straight
69,0.8470960292834867,straight
70,-2.152903970716513,straight
71,-0.19088967847730287,straight
72,-0.08625866971392337,straight
73,1.0456154269085496,straight
74,2.817179198717175,straight
75,3.8883192648790477,straight
76,1.9767444318852796,straight
77,1.6312522382872543,straight
78,2.5133964663819777,straight
79,3.1037534215331797,straight
80,3.2356699912911115,straight
81,2.7258563809542755,straight
82,3.056940841756846,straight
83,3.0596514401426287,straight
84,3.5038337065184337,straight
85,1.7724700062206455,straight
86,-1.2275299937793545,straight
87,-1.1889916779791165,straight
88,0.04395642652516574,straight
89,-2.956043573474834,straight
90,-3.379349999150649,straight
91,-2.858936827042806,straight
92,-1.4490893848848105,straight
93,-0.8080976324053348,straight
94,0.644812837849543,straight
95,0.8909452625237012,straight
96,-0.5610741445580057,straight
97,-1.5968600875615264,straight
98,0.5366495106650842,straight
99,1.4844004066868806,straight
100,0.4325018644813041,straight
101,3.4176656721421934,straight
102,5.132854303265255,straight
103,3.73010574423086,straight
104,3.234227539710086,straight
105,2.5235239286543525,straight
106,3.0492373242232107,straight
107,2.7457353573035084,straight
108,2.158408832938806,straight
109,4.112599479632049,straight
110,7.112599479632049,straight
111,9.00013963052738,straight
112,11.143263022742424,straight
113,12.191393059596436,straight
114,13.753855803435773,straight
115,13.034311242217715,straight
116,14.082469142563017,straight
117,16.056628369485864,straight
118,14.87448022125717,straight
119,14.553907173940214,straight
120,15.782493114201358,straight
121,15.830603087248312,straight
122,14.794802874443421,straight
123,12.17832896807221,straight
124,9.17832896807221,straight
125,6.1783289680722095,straight
126,3.1783289680722095,straight
127,0.17832896807220955,straight
128,-2.7807630019331087,straight
129,-5.421356888974696,straight
130,-8.393538967103641,straight
131,-10.367861732565396,straight
132,-11.538487592660733,straight
133,-12.265908230320466,straight
134,-13.235293019121448,straight
135,-13.160794325109821,straight
136,-12.39968804167055,straight
137,-10.955085442351997,straight
138,-8.88061335487981,straight
139,-8.065026346232909,straight
140,-7.024173687207733,straight
141,-8.53508170338939,straight
142,-9.345703723712365,straight
143,-6.345703723712365,straight
144,-4.063939435383796,straight
145,-4.344545130540048,straight
146,-3.3079593263140907,straight
147,-2.02913635958871,straight
148,-3.7304995697125873,straight
149,-2.270883043236889,straight
150,0.43532648937450924,straight
151,-0.3377648629888722,straight
152,2.6622351370111277,straight
153,4.519166812423514,straight
154,7.519166812423514,straight
155,10.519166812423514,straight
156,12.054312901807993,straight
157,15.054312901807993,straight
158,17.667022816930434,straight
159,17.36335845127897,straight
160,17.939399598809835,straight
161,17.214565706746765,straight
162,16.434066058235008,straight
163,18.344418888467978,straight
164,20.640684730728736,straight
165,21.11546482372296,straight
166,22.084670937948612,straight
167,22.385444263061217,straight
168,22.323648091469146,straight
169,21.728011071867325,straight
170,20.403603416338555,straight
171,19.471651981148682,straight
172,18.012357105529645,straight
173,18.890437626209383,straight
174,16.370446477729576,straight
175,17.688772749665024,straight
176,14.688772749665024,straight
177,11.688772749665024,straight
178,8.688772749665024,straight
179,5.6887727496650236,straight
180,2.6887727496650236,straight
181,-0.31122725033497645,straight
182,-3.3112272503349764,straight
183,-6.3112272503349764,straight
184,-9.311227250334976,straight
185,-11.439396849923398,straight
186,-11.275361273907617,straight
187,-11.612774312364726,straight
188,-10.938017891732299,straight
189,-9.640247875188468,straight
190,-9.675402499056489,straight
191,-10.049792649955714,straight
192,-7.164992278790869,straight
193,-5.066724415172786,straight
194,-3.3659557814216665,straight
195,-0.980702075269964,straight
196,1.8512472619675888,straight
197,3.5570101811812513,straight
198,6.557010181181251,straight
199,9.066893717667332,straight
200,11.3800952814201,straight
201,14.3800952814201,straight
202,17.045034167471137,straight
203,16.186117984933098,straight
204,17.161867953081213,straight
205,16.84122939968727,straight
206,15.554445233398464,straight
207,15.401994494212314,straight
208,12.506856284500392,straight
209,11.253321822479817,straight
210,12.885561274617178,straight
211,15.175052697909589,straight
212,17.044551330775626,straight
213,18.60195855173052,straight
214,19.957762017260393,straight
215,19.682351937668045,straight
216,21.254354551792016,straight
217,20.035767282941727,straight
218,20.751730843435602,straight
219,19.988091504405833,straight
220,18.691653947264868,straight
221,15.800349554764272,straight
222,12.800349554764272,straight
223,9.800349554764272,straight
224,6.8003495547642725,straight
225,3.8003495547642725,straight
226,0.8003495547642725,straight
227,-2.1996504452357275,straight
228,-4.912014314092808,straight
229,-5.9884134998970975,straight
230,-8.775880224742291,straight
231,-10.727829699895377,straight
232,-13.211407340730123,straight
233,-10.636408942782058,straight
234,-11.312824052615728,straight
235,-10.505873708962739,straight
236,-10.391192719256571,straight
237,-10.433751389120292,straight
238,-10.32202518063771,straight
239,-9.360030778012163,straight
240,-6.360030778012163,straight
241,-7.151374152553936,straight
242,-4.462265669827214,straight
243,-4.469440853191437,straight
244,-4.322798795416185,straight
245,-2.66807104444692,straight
246,-2.5154134105211154,straight
247,0.48458658947888456,straight
248,0.1517531118530122,straight
249,0.36336618798851583,straight
250,0.5261940942160985,straight
251,2.498057797421214,straight
252,2.8056531913644926,straight
253,3.3062531470315726,straight
254,0.5391615006328405,straight
255,1.0903827076652735,straight
256,1.5909853945173635,straight
257,2.415982438405856,straight
258,3.69717699722408,straight
259,4.950629928662821,straight
260,7.414465118398391,straight
261,9.184486394255664,straight
262,9.444187477928887,straight
263,10.42972296648281,straight
264,11.169585235156976,straight
265,11.336446761854429,straight
266,10.452862155802311,straight
267,7.700817615246413,straight
268,6.589810895532894,straight
269,3.667699029666018,straight
270,1.3320730562734808,straight
271,-0.7287148455047192,straight
272,-3.728714845504719,straight
273,-5.255473613584394,straight
274,-6.411849664619668,straight
275,-7.091872305009339,straight
276,-7.6717682633504465,straight
277,-6.241699804159193,straight
278,-6.33350041469366,straight
279,-7.3263419369979035,straight
280,-6.117137191309267,straight
281,-3.1171371913092667,straight
282,-1.509387699333773,straight
283,1.3089214705647572,straight
284,3.828260795686642,straight
285,1.6793914755053918,straight
286,3.5143397570008186,straight
287,3.37686896346907,straight
288,1.525364983271679,straight
289,1.2354242513321367,straight
290,1.995531807983266,straight
291,3.154765989248492,straight
292,1.539696911641206,straight
293,3.9200072740661804,straight
294,3.3615867537389144,straight
295,3.7880188924808142,straight
296,6.788018892480814,straight
297,8.26249555748089,straight
298,11.050190903034832,straight
299,13.971637801595012,straight
300,16.672663681636745,straight
301,17.196265697879035,straight
302,20.196265697879035,straight
303,23.196265697879035,straight
304,23.891031962709356,straight
305,23.415655778874573,straight
306,21.722719687308615,straight
307,18.722719687308615,straight
308,15.722719687308615,straight
309,12.722719687308615,straight
310,9.722719687308615,straight
311,6.722719687308615,straight
312,3.722719687308615,straight
313,0.722719687308615,straight
314,-2.277280312691385,straight
315,-5.277280312691385,straight
316,-8.277280312691385,straight
317,-11.277280312691385,straight
318,-14.277280312691385,straight
319,-17.277280312691385,straight
320,-18.258823914905072,straight
321,-17.381789631906877,straight
322,-18.555305888600465,straight
323,-20.167278853604245,straight
324,-20.750475663138808,straight
325,-18.950436239797675,straight
326,-16.531811999712154,straight
327,-13.531811999712154,straight
328,-14.120414502170984,straight
329,-12.290752431888322,straight
330,-9.290752431888322,straight
331,-7.4390852393656015,straight
332,-5.9636652091672016,straight
333,-4.579842635015505,straight
334,-2.8629666629220614,straight
335,-1.7672664391246933,straight
336,-1.8162759468145935,straight
337,-0.43932560821807076,straight
338,2.5606743917819292,straight
339,5.560674391781929,straight
340,8.56067439178193,straight
341,11.56067439178193,straight
342,14.56067439178193,straight
343,16.192092446692186,straight
344,18.478845778854613,straight
345,20.155925741290712,straight
346,18.88284463380827,straight
347,20.55581922698486,straight
348,17.55581922698486,straight
349,14.555819226984859,straight
350,11.555819226984859,straight
351,8.555819226984859,straight
352,5.555819226984859,straight
353,2.555819226984859,straight
354,-0.44418077301514103,straight
355,-3.444180773015141,straight
356,-6.444180773015141,straight
357,-9.444180773015141,straight
358,-12.444180773015141,straight
359,-15.444180773015141,straight
360,-18.44418077301514,straight
361,-20.163980063424646,straight
362,-20.871362484835572,straight
363,-20.646129564234116,straight
364,-22.265172995618354,straight
365,-22.70610974617242,straight
366,-19.70610974617242,straight
367,-18.595241918626815,straight
368,-17.045496029570202,straight
369,-17.012421254821845,straight
370,-14.012421254821845,straight
371,-11.012421254821845,straight
372,-10.081293564801285,straight
373,-7.081293564801285,straight
374,-6.912013648773154,straight
375,-5.182139773751101,straight
376,-3.1826181326734604,straight
377,-0.1826181326734604,straight
378,1.5175470032951874,straight
379,4.517547003295188,straight
380,7.517547003295188,straight
381,10.517547003295189,straight
382,13.517547003295189,straight
383,16.51754700329519,straight
384,18.762345289654693,straight
385,21.34081878771847,straight
386,23.16096077414614,straight
387,20.16096077414614,straight
388,22.67553126341998,straight
389,19.67553126341998,straight
390,16.67553126341998,straight
