frame,x_offset,turn
1,-3.0,straight
2,-5.191404740866574,straight
3,-3.8369640461834935,straight
4,-5.6149233276615504,straight
5,-4.523237169275438,straight
6,-7.087233233900319,straight
7,-8.514721624119055,straight
8,-8.309288603392105,straight
9,-7.2278471450558985,straight
10,-7.283191981873297,straight
11,-8.313181646749031,straight
12,-9.805750272748515,straight
13,-8.088291347975238,straight
14,-8.571159573954771,straight
15,-9.602508543698068,straight
16,-9.667243232683225,straight
17,-9.334831023839062,straight
18,-9.581607494720041,straight
19,-9.0980762897699,straight
20,-9.242405955926717,straight
21,-9.327631849411606,straight
22,-9.448940213275572,straight
23,-7.967264155954065,straight
24,-8.245799351475554,straight
25,-8.121501285215242,straight
26,-8.391229064824174,straight
27,-8.171241619807835,straight
28,-10.132364364650885,straight
29,-10.897296232587282,straight
30,-10.645119068353711,straight
31,-10.618003934022173,straight
32,-11.039755237932493,straight
33,-10.090398111865849,straight
34,-9.878667878998973,straight
35,-10.349123621328264,straight
36,-8.886156020366778,straight
37,-7.689341078635637,straight
38,-8.697542797668577,straight
39,-9.253771369436983,straight
40,-7.6467082253260115,straight
41,-7.028164828256868,straight
42,-9.31178606252544,straight
43,-9.050465287712836,straight
44,-9.771824851271262,straight
45,-8.294485869453036,straight
46,-9.631114367541654,straight
47,-9.576879520745624,straight
48,-9.358272213442504,straight
49,-9.380645807405983,straight
50,-10.32627299187709,straight
51,-10.726554902002022,straight
52,-10.02928222627636,straight
53,-8.458605710193611,straight
54,-6.990265001208037,straight
55,-8.271205722216797,straight
56,-7.840081524927841,straight
57,-8.423216524705039,straight
58,-9.184762537893118,straight
59,-7.7362185797206475,straight
60,-6.769391126118732,straight
61,-7.961582835655053,straight
62,-8.665003399826164,straight
63,-9.432415764209829,straight
64,-7.789623741144288,straight
65,-7.779360024719499,straight
66,-8.041044255893397,straight
67,-9.508060744456918,straight
68,-10.130035895471387,straight
69,-9.140500190637312,straight
70,-9.943763340684745,straight
71,-8.432036660983822,straight
72,-8.783069563093395,straight
73,-7.434567635808324,straight
74,-7.8196421353589605,straight
75,-7.532172276968378,straight
76,-9.088113337468789,straight
77,-8.555093921035738,straight
78,-11.187740202170769,straight
79,-10.70062119724614,straight
80,-10.850577523024256,straight
81,-8.903842451472553,straight
82,-9.316159285174681,straight
83,-8.7115213496596,straight
84,-8.855177882542064,straight
85,-9.530331624162738,straight
86,-8.012673848736345,straight
87,-9.706513992634635,straight
88,-10.311281128867774,straight
89,-10.871428596911674,straight
90,-11.197555921878237,straight
91,-9.201735867279016,straight
92,-8.272186941819271,straight
93,-10.307003753375364,straight
94,-9.87452308093743,straight
95,-9.789431589220595,straight
96,-8.868016745636677,straight
97,-9.725776584684237,straight
98,-9.30732043797968,straight
99,-10.44138202236297,straight
100,-8.44659969932736,straight
101,-7.502792895929732,straight
102,-7.69900291358979,straight
103,-8.053230367523811,straight
104,-9.264340639971353,straight
105,-9.877009020477432,straight
106,-9.349645521056688,straight
107,-9.406998499129237,straight
108,-9.38062028766763,straight
109,-10.183489951384471,straight
110,-8.60546678725684,straight
111,-9.035524734568238,straight
112,-9.254659950802644,straight
113,-11.031048639962794,straight
114,-11.822546523950612,straight
115,-12.004107153920556,straight
116,-12.2256894169539,straight
117,-12.280964577912018,straight
118,-10.06846279210604,straight
119,-8.96556848168089,straight
120,-10.86170898526466,straight
121,-10.318287266448866,straight
122,-9.291101287419295,straight
123,-9.96433365103643,straight
124,-8.83773017224261,straight
125,-9.107624372100425,straight
126,-7.694211483013947,straight
127,-6.248863267848142,straight
128,-6.275549182959724,straight
129,-6.914467383019759,straight
130,-6.816177157476515,straight
131,-7.918478234481562,straight
132,-7.782820892259991,straight
133,-6.661436642980516,straight
134,-5.5525297474375614,straight
135,-6.635109121946687,straight
136,-7.987081018807717,straight
137,-6.8483396411954365,straight
138,-7.629823017719115,straight
139,-8.130098577323347,straight
140,-10.131399541179356,straight
141,-11.102827244923862,straight
142,-11.428331730699156,straight
143,-11.76506907837678,straight
144,-11.912468307050322,straight
145,-9.773665775416683,straight
146,-9.366593652137414,straight
147,-9.31083115782773,straight
148,-9.077585004499323,straight
149,-9.15188112807011,straight
150,-9.952868090630984,straight
151,-8.439320460940813,straight
152,-8.788896603058987,straight
153,-7.124611363884173,straight
154,-7.5716771178196405,straight
155,-7.333800262936922,straight
156,-8.929415726243624,straight
157,-9.965288926947203,straight
158,-10.437767650058111,straight
159,-9.79825242472123,straight
160,-10.12868250500433,straight
161,-8.326326437056611,straight
162,-8.854146473641928,straight
163,-8.341911100433396,straight
164,-8.5594896831611,straight
165,-8.75850816607544,straight
166,-9.033046696008407,straight
167,-10.853758036127404,straight
168,-11.6807140408823,straight
169,-10.95442757596889,straight
170,-11.059279192077232,straight
171,-9.091114483438211,straight
172,-8.820552618554638,straight
173,-10.745696294763658,straight
174,-10.225477114048065,straight
175,-10.070194815709105,straight
176,-10.587608473668277,straight
177,-9.336350030348088,straight
178,-8.995779194510762,straight
179,-7.604735340942217,straight
180,-6.1772823541907576,straight
181,-6.218284452033815,straight
182,-8.037003077521138,straight
183,-9.251358807969215,straight
184,-9.866623554875721,straight
185,-9.341337148575318,straight
186,-7.908249648032777,straight
187,-6.54998015147937,straight
188,-7.433069445180134,straight
189,-7.205049477663962,straight
190,-7.650000384945554,straight
191,-8.030916727503005,straight
192,-8.450973545150458,straight
193,-10.057153749765925,straight
194,-10.591792934572807,straight
195,-10.083290690921295,straight
196,-10.362369684039157,straight
197,-9.536213072311515,straight
198,-7.453791822406449,straight
199,-6.8738317059212175,straight
200,-9.18831956465692,straight
201,-8.979575729962674,straight
202,-9.07347370844079,straight
203,-9.790231587853626,straight
204,-8.698448521696367,straight
205,-8.485457987589385,straight
206,-7.196478375405116,straight
207,-6.502695836791936,straight
208,-6.478615238114759,straight
209,-8.245267706385894,straight
210,-7.880817416169423,straight
211,-10.648318998277718,straight
212,-10.269084234131698,straight
213,-10.505347952532704,straight
214,-8.627658795079311,straight
215,-8.75714852442769,straight
216,-9.68471254079252,straight
217,-8.206444858783279,straight
218,-8.716307191789388,straight
219,-8.999285916579565,straight
