frame,x_offset,turn
1,-3.0,straight
2,-6.0,straight
3,-7.947418378325028,straight
4,-10.947418378325029,straight
5,-12.521927744302767,straight
6,-14.494177254536051,straight
7,-16.02748466077171,straight
8,-15.58808413777713,straight
9,-14.205908391683613,straight
10,-16.474984048604238,straight
11,-18.680203364586745,straight
12,-20.797348454000588,straight
13,-22.598749447394326,straight
14,-20.64251986991211,straight
15,-22.36720165826088,straight
16,-24.33514063695354,straight
17,-22.572992108799745,straight
18,-21.274792976694876,straight
19,-24.274792976694876,straight
20,-22.388391155600363,straight
21,-23.861174224697667,straight
22,-22.11526972643633,straight
23,-19.977358139561368,straight
24,-19.696354318396146,straight
25,-17.969499626941797,straight
26,-15.810390296847208,straight
27,-14.039901836344397,straight
28,-12.02364820395071,straight
29,-9.667685948902735,straight
30,-9.926998640870117,straight
31,-9.887857025741454,straight
32,-10.708651698959216,straight
33,-7.7086516989592155,straight
34,-7.849325847380669,straight
35,-6.555183449193327,straight
36,-3.687144404983887,straight
37,-3.184482996004593,straight
38,-1.158691876595301,straight
39,0.12106592337463384,straight
40,-0.169809099148571,straight
41,2.830190900851429,straight
42,4.983919694061872,straight
43,6.503025985238074,straight
44,6.763736988347835,straight
45,9.763736988347835,straight
46,11.850648459589415,straight
47,14.44999002591607,straight
48,17.449990025916073,straight
49,19.561598693764047,straight
50,20.727248521755342,straight
51,22.42363415523339,straight
52,22.737584303739723,straight
53,20.341671376268856,straight
54,22.28873296010094,straight
55,23.430691045277545,straight
56,23.002795560700136,straight
57,24.083947937189954,straight
58,23.778396262257665,straight
59,24.17209186197428,straight
60,24.838172767082575,straight
61,24.815612133739982,straight
62,24.784035799788075,straight
63,24.8701627742758,straight
64,27.711585111283107,straight
65,29.54999793087247,straight
66,31.928450254342614,straight
67,33.58411714597058,straight
68,35.26774408242164,straight
69,36.98637980208453,straight
70,35.07682496048197,straight
71,35.43752922259224,straight
72,35.644522002507294,straight
73,37.198829026596556,straight
74,38.432452408484764,straight
75,37.745691473779004,straight
76,37.11724482052962,straight
77,34.11724482052962,straight
78,31.11724482052962,straight
79,28.11724482052962,straight
80,25.11724482052962,straight
81,22.11724482052962,straight
82,19.11724482052962,straight
83,16.11724482052962,straight
84,13.11724482052962,straight
85,10.11724482052962,straight
86,7.117244820529621,straight
87,4.117244820529621,straight
88,1.1172448205296206,straight
89,-1.2290905708745075,straight
90,-4.229090570874508,straight
91,-3.9813412947684723,straight
92,-3.702120852862574,straight
93,-3.256197357053904,straight
94,-2.1583766890619223,straight
95,-0.041855118665328206,straight
96,2.958144881334672,straight
97,5.958144881334672,straight
98,8.958144881334672,straight
99,11.958144881334672,straight
100,14.958144881334672,straight
101,17.958144881334672,straight
102,20.958144881334672,straight
103,21.723780523854245,straight
104,23.99724503257918,straight
105,26.366149279380856,straight
106,29.366149279380856,straight
107,32.366149279380856,straight
108,34.04614249224825,straight
109,33.05384903869773,straight
110,33.223740646380264,straight
111,30.223740646380264,straight
112,28.347076845631978,straight
113,26.371404654749348,straight
114,25.68035232371124,straight
115,25.208425902666335,straight
116,24.653974234830663,straight
117,24.91175558295452,straight
118,25.80818868536523,straight
119,25.370635254615156,straight
120,24.188885015286328,straight
121,25.828437204775646,straight
122,27.140078956367102,straight
123,28.189392357640266,straight
124,29.0288430786588,straight
125,29.700403655473625,straight
126,30.237652116925485,straight
127,27.94240740782611,straight
128,24.94240740782611,straight
129,21.94240740782611,straight
130,18.94240740782611,straight
131,15.94240740782611,straight
132,12.94240740782611,straight
133,9.94240740782611,straight
134,6.94240740782611,straight
135,3.94240740782611,straight
136,0.94240740782611,straight
137,0.3091582214474897,straight
138,3.264640676248496,straight
139,6.264640676248495,straight
140,9.264640676248495,straight
141,12.264640676248495,straight
142,15.264640676248495,straight
143,18.264640676248497,straight
144,21.054208649503387,straight
145,24.054208649503387,straight
146,27.054208649503387,straight
147,30.054208649503387,straight
148,33.05420864950339,straight
149,35.47129177074008,straight
150,37.12690126670037,straight
151,37.27352943114388,straight
152,36.44234507010937,straight
